track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7eqlomJ2hTLeVCanRwD2RL,In Your Shining Eyes,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,6zbN91UfrhvTWmgNby7OsF,158720,2000,18,0.576,0.124,1,-20.159,0,0.0416,0.711,0.513,0.0772,0.0702,114.385
31TbbzGqa8VpRhmPzWRnhl,I Long,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,654933,2006,30,0.418,0.578,6,-7.528,0,0.0342,0.000237,0.856,0.118,0.0674,119.945
33qf3gs4G3aDpBHbAU6WqR,Pretend,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,386720,2006,23,0.304,0.659,1,-6.452,0,0.0363,4.94e-05,0.608,0.114,0.145,120.054
41TkA4lWVz3iVbmCJvNyzk,Descending,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,545560,2006,25,0.38,0.529,11,-7.24,0,0.0333,0.0629,0.938,0.109,0.0623,119.976
6gy60Wra4I9Buh4o6seIW5,Rain Wash Me,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,443226,2006,29,0.299,0.387,1,-9.121,0,0.0339,0.0118,0.877,0.101,0.0337,128.096
52ADjbnO2yizl9ke12CKov,All Alone,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,380000,2006,41,0.586,0.406,9,-10.181,0,0.0304,0.267,0.582,0.113,0.068,110.006
1cD2PiSe1xFt3yrKLPApw6,Embraced By Darkness,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,405706,2006,18,0.504,0.686,1,-8.065,0,0.0287,0.00026,0.799,0.0796,0.0628,110.032
61bHdn3sBwqHakFRc1K5NX,To The Dreams,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,348600,2006,17,0.532,0.347,6,-8.165,0,0.0266,0.00552,0.381,0.171,0.0394,100.002
75iInsf8JLCfCwX1k4jvWP,Murky Waters,7HY8HFHBM9zrY5R9rlY3Id,Saturnus,5Jxf2vLZ8JdNco7lAM9S4c,398480,2006,18,0.411,0.692,6,-7.678,0,0.0337,5.81e-05,0.719,0.0667,0.288,99.875
7kCqc0j1VaWSrVqkBE5WZX,From Behind the Verge,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,6pGLxKxVKNzhGVfyggybMn,540706,2009-05-15,0,0.236,0.807,6,-6.192,0,0.0716,0.000158,0.221,0.119,0.0657,119.847
6Dx0pCKuLzZflxa6gBeVp0,To Kiss the Emptiness…,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,6pGLxKxVKNzhGVfyggybMn,480080,2009-05-15,0,0.193,0.778,0,-6.039,1,0.0806,0.00374,0.794,0.105,0.157,140.272
4a3h8jzvRHyphnl976ve9m,Ruined,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,6pGLxKxVKNzhGVfyggybMn,579533,2009-05-15,0,0.315,1.98e-05,9,-7.197,1,0.334,1.25e-05,0.801,0.0861,0.0,98.543
4Zm5rmvxxOE8My4Z4wx65R,Sarabanda,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,6pGLxKxVKNzhGVfyggybMn,668400,2009-05-15,0,0.25,0.768,10,-5.767,1,0.0597,0.000944,0.896,0.291,0.126,99.402
6Di4oVguA7c1Ow7Ekq8RtB,Apostasy,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,6pGLxKxVKNzhGVfyggybMn,827786,2009-05-15,0,0.0883,0.586,9,-7.187,0,0.0519,0.00582,0.874,0.0892,0.0394,86.381
4OS6Txg5N3mOUaMvt6tnaf,Liquid Dimensions Change,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,6pGLxKxVKNzhGVfyggybMn,622680,2009-05-15,0,0.225,0.597,11,-6.687,0,0.0422,0.0082,0.804,0.0428,0.11,89.673
4aGs2bsue11YDQ3rNqCjU3,Tragedy and Weeds,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,03wAlcjjTw32szO3lfLCW8,736640,2010-01-15,0,0.158,0.421,3,-8.093,1,0.0351,0.0654,0.856,0.129,0.0387,91.362
09VCOMTGAqGVvhVKEgySK9,Funeral Waltz,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,03wAlcjjTw32szO3lfLCW8,551640,2010-01-15,0,0.285,0.459,2,-7.667,1,0.0338,0.00126,0.337,0.0961,0.208,80.061
5EuG9jsIzTjFcLI5MOmAg0,Crucifixion Without Regret,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,03wAlcjjTw32szO3lfLCW8,677640,2010-01-15,0,0.091,0.443,6,-7.597,0,0.0369,0.00115,0.831,0.0736,0.0693,84.073
76e9fBWlc5M1gZXvoTqx3I,Face the Nightmare,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,03wAlcjjTw32szO3lfLCW8,695640,2010-01-15,0,0.336,0.382,11,-7.613,1,0.0347,0.0117,0.528,0.146,0.0924,70.018
74P7QVPAbbWlTZpYM4aY4j,Wrapped in Solitude,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,03wAlcjjTw32szO3lfLCW8,626640,2010-01-15,0,0.0586,0.498,6,-7.507,1,0.0478,0.000475,0.736,0.313,0.0572,64.917
3Bi10ER9Zs74xiw0TwPvYW,Sepulchral Winter,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,03wAlcjjTw32szO3lfLCW8,799640,2010-01-15,0,0.0892,0.438,2,-7.82,0,0.0338,0.0154,0.849,0.0759,0.0353,80.045
2Ak0OE2EtocGx25pz82EvL,Za Predelami Somknutih Vek,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,2u3LDgxFQiudlip27AwMwg,775706,2011-05-29,0,0.17,0.398,4,-7.171,1,0.0409,0.0227,0.673,0.11,0.0335,119.668
6KUSjuUGxL7gyB5ktm4FMg,Post Mortem,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,2u3LDgxFQiudlip27AwMwg,679813,2011-05-29,0,0.14,0.487,11,-6.539,0,0.0325,0.00225,0.829,0.0978,0.0348,99.567
69Wkg4exVvosQvgrLR6kca,Pulse,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,2u3LDgxFQiudlip27AwMwg,721066,2011-05-29,0,0.169,0.449,4,-6.848,1,0.0381,0.0023,0.739,0.355,0.061,121.611
5ESgSmcNBUrFt5vyI0RdQl,Vigilae Mortuorum (Interludium),3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,2u3LDgxFQiudlip27AwMwg,197653,2011-05-29,0,0.209,0.368,7,-8.92,0,0.0303,0.757,0.814,0.115,0.0358,84.876
4ZANwguDqEBUd5CIExEYob,Bez Menya…Mertvoe Zavtra…,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,2u3LDgxFQiudlip27AwMwg,625400,2011-05-29,0,0.184,0.48,11,-6.521,0,0.0348,0.00503,0.8,0.0833,0.0754,102.933
2RFDCMTeLdwKbjSnPu39U5,Atrophia Mirovozzreniya,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,2u3LDgxFQiudlip27AwMwg,703986,2011-05-29,0,0.159,0.475,7,-6.2,0,0.0373,0.00361,0.355,0.296,0.0385,109.582
5ck6bAHyx3C20PIFvFSRWs,Horror Vacui,3WCCTvFSyx6TcOC26ayCKO,Abstract Spirit,2u3LDgxFQiudlip27AwMwg,554800,2011-05-29,0,0.132,0.379,0,-6.569,0,0.0344,0.00398,0.418,0.118,0.051,143.589
0LMXGK4uVgy8iZdCbWz4V0,In a Dismal Mist,1OUeBbbYINHF3uKPyXaQ0P,Graven Dusk,76EpD0nuIgp6cSdjA3WMv5,558000,2016-03-11,1,0.192,0.3,9,-13.964,0,0.0393,0.134,0.901,0.365,0.0712,125.935
2N883YyZQHL7qLzNLThiCP,Shrouded in Darkness,1OUeBbbYINHF3uKPyXaQ0P,Graven Dusk,76EpD0nuIgp6cSdjA3WMv5,415706,2016-03-11,1,0.0825,0.269,0,-11.701,1,0.0401,2.56e-05,0.947,0.0993,0.106,85.303
3LyhybEVkaGTQVFSq4fHRg,Upon Funerary Winds,1OUeBbbYINHF3uKPyXaQ0P,Graven Dusk,76EpD0nuIgp6cSdjA3WMv5,424853,2016-03-11,0,0.142,0.356,0,-10.432,1,0.0385,9.39e-06,0.87,0.125,0.0588,103.275
4PRWmD24wKPx4kbPFn0Nt9,Thy Somber Dirge,1OUeBbbYINHF3uKPyXaQ0P,Graven Dusk,76EpD0nuIgp6cSdjA3WMv5,378306,2016-03-11,0,0.282,0.398,9,-11.68,0,0.0358,8.54e-05,0.918,0.0913,0.04,104.921
3pcqldQxgOzh1g49dm5maQ,Solitude,1OUeBbbYINHF3uKPyXaQ0P,Graven Dusk,76EpD0nuIgp6cSdjA3WMv5,379280,2016-03-11,1,0.312,0.342,5,-10.919,1,0.0464,3.18e-06,0.917,0.0566,0.174,105.214
5Im9UFBK5MKWaNSe7EVbO8,Veils of Remembrance,1OUeBbbYINHF3uKPyXaQ0P,Graven Dusk,76EpD0nuIgp6cSdjA3WMv5,435960,2016-03-11,0,0.17,0.274,4,-13.798,0,0.0478,0.00127,0.91,0.947,0.0926,120.002
3EAZzFxwwsd5t6AG0eoTUe,Undying Orchestral Suite,5fZCjjravLZ8U4v08oEoVH,De Profvndis Clamati,5xhrRPSqx0vhwGwty6IIgf,354099,2009-12-07,0,0.0883,0.301,2,-11.673,1,0.0368,0.551,0.9,0.102,0.067,80.779
2VfzzYxNcAmqa8WTuLE8E8,Love May Sink By Slow Decay (Requiem & Dirge),5fZCjjravLZ8U4v08oEoVH,De Profvndis Clamati,5xhrRPSqx0vhwGwty6IIgf,392172,2009-12-07,0,0.166,0.562,9,-8.291,0,0.049,0.0706,0.0487,0.0966,0.202,139.844
29I1Gn8xCe2xUSxfBfX9Tc,The Organium,2mZuhQebSc9U63QjaADtzF,Skepticism,3WvcgRek4iRZbixPBlMWMl,401320,1998,9,0.144,0.374,0,-13.42,1,0.035,0.0638,0.798,0.104,0.217,102.942
1g9n4mWc62gGR02TEyja3N,The March and the Stream,2mZuhQebSc9U63QjaADtzF,Skepticism,3WvcgRek4iRZbixPBlMWMl,634786,1998,9,0.0642,0.195,11,-15.029,1,0.0347,0.00793,0.818,0.15,0.0541,67.73
4KH4sH0kE1IatIaGQTvgE4,The Falls,2mZuhQebSc9U63QjaADtzF,Skepticism,3WvcgRek4iRZbixPBlMWMl,523720,1998,5,0.136,0.155,4,-16.794,0,0.0418,0.0604,0.87,0.118,0.0364,141.981
0b7famkaMg7m708kSOkpqk,Forge,2mZuhQebSc9U63QjaADtzF,Skepticism,3WvcgRek4iRZbixPBlMWMl,349640,1998,4,0.163,0.303,11,-14.117,1,0.0333,0.0202,0.872,0.105,0.281,76.418
1cs6dQMAx7JNktOjJsqByt,Edges,2mZuhQebSc9U63QjaADtzF,Skepticism,3WvcgRek4iRZbixPBlMWMl,370866,1998,4,0.15,0.102,6,-15.082,1,0.0419,0.0162,0.932,0.0769,0.133,105.769
6cvbJnSC9awAu26AlDrgA6,Aether,2mZuhQebSc9U63QjaADtzF,Skepticism,3WvcgRek4iRZbixPBlMWMl,589133,1998,4,0.0656,0.126,4,-15.616,0,0.0412,0.000545,0.87,0.118,0.102,75.912
75lJlAYiSjcWtGvzcYIsNS,The Raven and the Backward Funeral,2mZuhQebSc9U63QjaADtzF,Skepticism,1yTeBwXz6Ans50sM5ijaTV,458840,2003,5,0.216,0.557,5,-10.283,1,0.0367,0.00018,0.813,0.131,0.0725,129.854
08mzr8nR8uoEpRPZt7c2rZ,"Shred of Light, Pinch of Endless",2mZuhQebSc9U63QjaADtzF,Skepticism,1yTeBwXz6Ans50sM5ijaTV,499093,2003,4,0.242,0.554,0,-11.62,1,0.0366,6.77e-06,0.851,0.101,0.118,107.248
539kCiTJkwSkbR8PONCF1D,Farmakon Process,2mZuhQebSc9U63QjaADtzF,Skepticism,1yTeBwXz6Ans50sM5ijaTV,377293,2003,3,0.195,0.613,0,-9.179,1,0.0366,5.81e-06,0.848,0.509,0.224,59.962
5jedDFNtOn69YPB138JWHb,Untitled,2mZuhQebSc9U63QjaADtzF,Skepticism,1yTeBwXz6Ans50sM5ijaTV,795586,2003,3,0.275,0.416,11,-10.977,0,0.0353,0.000628,0.805,0.11,0.148,119.275
1v2WMGrZuygDf88LHPKuFJ,Nowhere,2mZuhQebSc9U63QjaADtzF,Skepticism,1yTeBwXz6Ans50sM5ijaTV,849133,2003,2,0.134,0.466,9,-10.993,0,0.0354,0.000715,0.865,0.374,0.0395,78.235
5ekBS9wgbz7sj4KH688v8m,Nothing,2mZuhQebSc9U63QjaADtzF,Skepticism,1yTeBwXz6Ans50sM5ijaTV,760080,2003,3,0.136,0.474,11,-9.917,0,0.0613,4.9e-05,0.906,0.167,0.232,67.95
2TucqL5NlVjkIK0tqbhEnc,The Arrival,2mZuhQebSc9U63QjaADtzF,Skepticism,6XnXwHt0rIvun3QunwNetl,398506,2008-10-20,7,0.163,0.398,0,-7.039,1,0.037,8.29e-05,0.954,0.288,0.123,111.968
5PSRAqt7tjSmtnDcFDK87Z,March October,2mZuhQebSc9U63QjaADtzF,Skepticism,6XnXwHt0rIvun3QunwNetl,630506,2008-10-20,6,0.0831,0.379,11,-8.809,0,0.0376,0.00158,0.844,0.115,0.0396,60.434
7gkHnH3XBRsR3gc9ClVJuT,Antimony,2mZuhQebSc9U63QjaADtzF,Skepticism,6XnXwHt0rIvun3QunwNetl,526493,2008-10-20,5,0.162,0.4,2,-9.649,1,0.0326,3.9e-05,0.879,0.0842,0.0445,136.676
7v2AqzrNNk0h0JR06zxLwo,The Curtain,2mZuhQebSc9U63QjaADtzF,Skepticism,6XnXwHt0rIvun3QunwNetl,348680,2008-10-20,5,0.15,0.33,4,-7.59,0,0.0386,0.000353,0.906,0.132,0.215,105.552
5rmN4iIfHmQF3kHmdg8czZ,Pendulum,2mZuhQebSc9U63QjaADtzF,Skepticism,6XnXwHt0rIvun3QunwNetl,553173,2008-10-20,4,0.0886,0.448,9,-8.51,0,0.0344,0.000997,0.851,0.107,0.123,83.865
4fa9pEUa8uKuq2Zwl9pKip,Oars in the Dusk,2mZuhQebSc9U63QjaADtzF,Skepticism,6XnXwHt0rIvun3QunwNetl,382573,2008-10-20,4,0.153,0.454,5,-7.632,1,0.0355,0.00011,0.741,0.106,0.246,74.205
4XiIv4onDUCdL1lehhhR5t,Sign of a Storm,2mZuhQebSc9U63QjaADtzF,Skepticism,00DF3eEknF1d7QG0mwCMTO,610213,2009-05-15,15,0.198,0.223,8,-14.963,0,0.0352,0.191,0.805,0.108,0.0393,115.411
71SePsKfIdQ57xItkhFLPY,Pouring,2mZuhQebSc9U63QjaADtzF,Skepticism,00DF3eEknF1d7QG0mwCMTO,525333,2009-05-15,13,0.17,0.382,1,-16.767,0,0.0412,0.752,0.92,0.138,0.0773,131.946
2s72QlmZzjtLOUEdjPrpEH,By Silent Wings,2mZuhQebSc9U63QjaADtzF,Skepticism,00DF3eEknF1d7QG0mwCMTO,423533,2009-05-15,12,0.0585,0.298,9,-14.546,1,0.0608,0.733,0.82,0.234,0.0801,61.39
4WwgBxeC3AzzLIBvthX76h,The Rising of the Flames,2mZuhQebSc9U63QjaADtzF,Skepticism,00DF3eEknF1d7QG0mwCMTO,688240,2009-05-15,10,0.113,0.411,9,-14.479,1,0.0385,0.582,0.871,0.201,0.32,94.402
71aBkUWamFcQr7BRLyQysV,The Gallant Crow,2mZuhQebSc9U63QjaADtzF,Skepticism,00DF3eEknF1d7QG0mwCMTO,456413,2009-05-15,9,0.143,0.315,9,-15.994,1,0.0398,0.429,0.824,0.109,0.158,103.262
4utkt9KReS7DSyloNaT3ak,The Everdarkgreen,2mZuhQebSc9U63QjaADtzF,Skepticism,00DF3eEknF1d7QG0mwCMTO,735506,2009-05-15,8,0.162,0.263,11,-16.463,1,0.0377,0.659,0.869,0.214,0.0418,110.724
6Ex0XsDTgVlnL7YrAbgTk6,You,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,560866,2015-09-18,0,0.18,0.429,2,-12.852,1,0.0378,0.00352,0.0746,0.138,0.0863,125.883
6cEocIk0Hklt5PTELXyMyG,Momentary,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,461493,2015-09-18,0,0.172,0.41,4,-13.009,0,0.036,0.000135,0.521,0.606,0.0334,120.301
4xspo3XovETTJ1xTNqcNit,The Departure,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,592493,2015-09-18,0,0.0692,0.482,2,-10.562,0,0.0421,0.000121,0.625,0.315,0.165,77.186
2QKxbqHGL7FgVXbO5eNTtE,March Incomplete,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,719560,2015-09-18,0,0.17,0.395,9,-11.745,0,0.0375,0.00485,0.571,0.103,0.0396,129.555
2H7hpiaddAipObtYqp6JVM,The Road,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,417560,2015-09-18,0,0.0601,0.678,2,-10.026,1,0.069,8.07e-05,0.333,0.103,0.309,69.05
3HdcuZa2qQ3VEVIL0vWWjF,Closing Music,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,620026,2015-09-18,0,0.159,0.418,9,-11.911,0,0.0397,2.93e-05,0.786,0.619,0.127,109.32
48WzW6SjZJHEPjSCiQeLWu,Pouring,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,543373,2015-09-18,0,0.068,0.46,1,-12.2,1,0.0389,3.39e-05,0.982,0.705,0.195,75.782
5BuGI8RbKKBqwQLYSiCjSg,The March and the Stream,2mZuhQebSc9U63QjaADtzF,Skepticism,3SwYW6dITViuQlniRn2OV1,746653,2015-09-18,0,0.196,0.239,8,-14.99,0,0.0371,0.000602,0.928,0.0947,0.04,124.232
7dG8SMTzr8IUj7JjGL8T7H,The Haunt,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,6cKbrnWu08MvsNVxcVUcsr,246946,2017-05-19,9,0.162,0.151,10,-26.183,1,0.0347,0.761,0.866,0.101,0.0371,85.238
0IrQsnsrunJO2q30Pw3aCb,Tormented,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,6cKbrnWu08MvsNVxcVUcsr,480254,2017-05-19,16,0.41,0.48,9,-6.818,1,0.0328,0.0118,0.692,0.354,0.035,130.079
4iRNg2kHhBriJR5MM0hMud,Return of the Black Butterflies,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,6cKbrnWu08MvsNVxcVUcsr,399786,2017-05-19,11,0.132,0.48,9,-7.179,1,0.0434,0.00072,0.891,0.0953,0.0376,143.628
6Micn1rqTaT3v0cnwaUJjL,Journey,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,6cKbrnWu08MvsNVxcVUcsr,336760,2017-05-19,14,0.088,0.446,2,-7.076,1,0.0395,0.000934,0.782,0.142,0.0395,80.355
1yka75BYDXNl1wtJXz3qJl,End of Days,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,6cKbrnWu08MvsNVxcVUcsr,694520,2017-05-19,7,0.167,0.367,5,-6.867,1,0.044,0.00378,0.682,0.132,0.0351,179.975
1J1VgOekSnnVNUjXav3sNW,NDE,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,6cKbrnWu08MvsNVxcVUcsr,726786,2017-05-19,6,0.184,0.414,2,-9.101,0,0.0369,0.0473,0.391,0.12,0.0375,130.005
50mD5Bcw6o3ahAEFjPDTDA,Morphia,36b4aldhhv4vxGWtykfTRA,Esoteric,5swHqaEHehmg2SGQEiQNMw,953800,2004,0,0.14,0.566,6,-8.018,1,0.0399,0.00162,0.924,0.172,0.0624,83.667
1vR0MMb9ZyY3c362fQOeY2,The Blood of the Eyes,36b4aldhhv4vxGWtykfTRA,Esoteric,5swHqaEHehmg2SGQEiQNMw,756013,2004,0,0.22,0.519,1,-8.088,1,0.0385,0.000178,0.896,0.157,0.151,79.434
6JGJNQFlQWWhkyTO1TLZIL,Grey Day,36b4aldhhv4vxGWtykfTRA,Esoteric,5swHqaEHehmg2SGQEiQNMw,1022746,2004,0,0.0835,0.532,5,-7.385,0,0.0448,6.38e-05,0.882,0.221,0.0619,84.822
4QOq9U1XjgMzmtj8G6a5NL,Arcane Dissolution,36b4aldhhv4vxGWtykfTRA,Esoteric,5swHqaEHehmg2SGQEiQNMw,317120,2004,0,0.123,0.188,5,-15.913,1,0.0394,0.402,0.927,0.127,0.107,86.009
2Vjgky7Th4j3ZINO1t2ZBY,Beneath This Face,36b4aldhhv4vxGWtykfTRA,Esoteric,6F6jHKymlbCwOimojzobP4,681466,2008,0,0.141,0.551,0,-6.686,1,0.0645,8.35e-05,0.797,0.207,0.0825,103.523
3q3FvIxRNK5UBNsFq8XnVZ,Quickening,36b4aldhhv4vxGWtykfTRA,Esoteric,6F6jHKymlbCwOimojzobP4,738720,2008,0,0.266,0.576,3,-9.504,1,0.0437,0.0215,0.878,0.645,0.0372,95.869
1Ahw7ToFxvsYHqy8OQjPQ2,Caucus of Mind,36b4aldhhv4vxGWtykfTRA,Esoteric,6F6jHKymlbCwOimojzobP4,441853,2008,0,0.189,0.847,8,-6.612,1,0.0885,0.000583,0.703,0.103,0.0391,118.024
1N4oeBGTtfz20Af5POYAZv,Silence,36b4aldhhv4vxGWtykfTRA,Esoteric,6F6jHKymlbCwOimojzobP4,944693,2008,0,0.0828,0.512,10,-6.343,0,0.0431,2.18e-05,0.786,0.0883,0.138,85.126
3T4cRplPkvTkdY29wOJ8fx,The Order of Destiny,36b4aldhhv4vxGWtykfTRA,Esoteric,6F6jHKymlbCwOimojzobP4,692480,2008,0,0.135,0.62,8,-6.294,1,0.0536,0.000177,0.834,0.0785,0.111,100.149
3A6FjmzdG8e8L3y6YTTfk2,Ignotum Per Ignotius,36b4aldhhv4vxGWtykfTRA,Esoteric,6F6jHKymlbCwOimojzobP4,1362866,2008,0,0.151,0.484,3,-7.766,0,0.043,0.000754,0.862,0.0801,0.039,100.938
2wdt4ykzfKwlU0oW0njaYI,Abandonment,36b4aldhhv4vxGWtykfTRA,Esoteric,6LXzs2hsUrEryy3qOx0eTy,814413,2011,0,0.174,0.911,10,-6.617,0,0.111,0.00121,0.86,0.322,0.204,117.211
61WAfyX7NlOuLWjRcsbir9,Loss of Will,36b4aldhhv4vxGWtykfTRA,Esoteric,6LXzs2hsUrEryy3qOx0eTy,425506,2011,0,0.127,0.599,0,-7.339,1,0.0368,0.022,0.914,0.188,0.0917,97.326
01WMfugDnzj32B3xQZPsML,Cipher,36b4aldhhv4vxGWtykfTRA,Esoteric,6LXzs2hsUrEryy3qOx0eTy,555933,2011,0,0.281,0.873,10,-6.15,1,0.0684,0.000596,0.81,0.325,0.293,139.931
4jx2ET1jslqKIeNhslEarl,Non Being,36b4aldhhv4vxGWtykfTRA,Esoteric,6LXzs2hsUrEryy3qOx0eTy,930653,2011,0,0.134,0.479,10,-8.249,1,0.0429,0.0359,0.838,0.114,0.0473,100.161
6dRbKuZ9K6rkHUcMsorFN2,Aberration,36b4aldhhv4vxGWtykfTRA,Esoteric,6LXzs2hsUrEryy3qOx0eTy,944826,2011,0,0.17,0.7,0,-6.507,0,0.0481,0.000781,0.846,0.0738,0.148,116.148
7io7USGZDuKL04mfSuAhUN,Disconsolate,36b4aldhhv4vxGWtykfTRA,Esoteric,6LXzs2hsUrEryy3qOx0eTy,933640,2011,0,0.22,0.745,3,-6.611,0,0.0609,0.0563,0.855,0.12,0.118,119.972
11Z7JRVN6DPenZKb8yqn9S,A Torrent of Ills,36b4aldhhv4vxGWtykfTRA,Esoteric,6LXzs2hsUrEryy3qOx0eTy,1036373,2011,0,0.0667,0.827,10,-6.654,0,0.154,0.00767,0.863,0.117,0.0689,77.149
2JOdmEH9TKI5yv5q8xeBOa,Des Nachtens Suss Gedone,4Mocb7ciPTl2KmMS6QtM2p,Estatic Fear,1LB7r7LiSnI5PllbIFdrlO,109066,1996,16,0.748,0.117,11,-16.148,0,0.0652,0.977,0.4,0.105,0.501,116.724
7LsRI1ndToWy9ubf6Siu3h,Somnium Obmutum,4Mocb7ciPTl2KmMS6QtM2p,Estatic Fear,1LB7r7LiSnI5PllbIFdrlO,1935960,1996,14,0.304,0.548,7,-9.772,0,0.0377,0.0725,0.855,0.0921,0.157,126.463
4vxY5brPSs3CTVy3A3YkEa,As Autumn Calls,4Mocb7ciPTl2KmMS6QtM2p,Estatic Fear,1LB7r7LiSnI5PllbIFdrlO,257000,1996,11,0.184,0.735,9,-13.875,0,0.119,0.555,0.823,0.958,0.0818,90.692
5dtR9gNYzogw5VngWk9P8h,Ode To Solitude,4Mocb7ciPTl2KmMS6QtM2p,Estatic Fear,1LB7r7LiSnI5PllbIFdrlO,1112000,1996,10,0.288,0.439,7,-9.926,0,0.0436,0.0471,0.698,0.126,0.152,123.794
5LCs28SrBN8UoCPpldBIKz,In The Depths Of R'lyeh,51MDROzNkq2fyx0ko3imr7,Catacombs,52tYuBHorRxZ87rTCCUXzO,676722,2007-01-02,10,0.062,0.646,9,-7.013,0,0.066,0.000459,0.875,0.198,0.108,56.8
6QGUbn0B9v2Xdte97GN4YC,Dead Dripping City,51MDROzNkq2fyx0ko3imr7,Catacombs,52tYuBHorRxZ87rTCCUXzO,996623,2007-01-02,6,0.0681,0.623,4,-7.53,1,0.0519,0.000431,0.892,0.0702,0.0397,77.649
5oI2oCs94QY6zploFTlQiv,At The Edge Of The Abyss,51MDROzNkq2fyx0ko3imr7,Catacombs,52tYuBHorRxZ87rTCCUXzO,807822,2007-01-02,4,0.115,0.694,7,-6.604,1,0.067,0.0102,0.909,0.0731,0.0755,95.231
2P81LqbPpcW3hpR9hCK46q,Where No Light Hath Shone... (But For That Of The Moon),51MDROzNkq2fyx0ko3imr7,Catacombs,52tYuBHorRxZ87rTCCUXzO,759826,2007-01-02,3,0.248,0.564,4,-7.832,1,0.0484,0.0552,0.895,0.0671,0.0373,120.96
2FiYusv3OtaV3FLiPohW5G,Fallen Into Shadow,51MDROzNkq2fyx0ko3imr7,Catacombs,52tYuBHorRxZ87rTCCUXzO,974053,2007-01-02,3,0.188,0.445,7,-7.348,1,0.0448,0.00131,0.888,0.182,0.0354,115.418
2bEKFTeGydvlww9hTxmOv9,Awakening Of The World's Doom,51MDROzNkq2fyx0ko3imr7,Catacombs,52tYuBHorRxZ87rTCCUXzO,131262,2007-01-02,3,0.259,0.808,2,-8.977,1,0.0554,0.00629,0.751,0.292,0.0866,97.115
1aAhPbU7OUOlrdwfTl8KLX,Fade To Nothingness,35YJpvZykFB79t9snKdPMX,Crimson Swan,7dq9lDeZDUVvilZngffOtK,576000,2015-03-13,0,0.396,0.555,3,-9.385,0,0.0346,0.0342,0.573,0.37,0.184,135.994
2xQBCRXEEsu93scyvTpYzN,A Waterfall Of Sorrow,35YJpvZykFB79t9snKdPMX,Crimson Swan,7dq9lDeZDUVvilZngffOtK,496624,2015-03-13,0,0.213,0.421,9,-9.007,1,0.0321,0.00903,0.781,0.0704,0.0399,124.74
